"subject","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","responses","key_press","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","RESP","word1","word2","sameordiffstims","vowel_word1","vowel_word2","vowelcontrast","Group","tributesto","tributesto2"
"thm4","474.89999985695","spulen1500spuelen","NULL","html-keyboard-response",117,441320,"0.0-8.0-1.52","NULL","80","Spanisch","32",NA,NA,NA,NA,"classesabroad",NA,"","31","6.5 Jahre",1,"spulen","spuelen",1,"u","y","u/y","ns","u/y","0"
"thm4","749.60000014305","tour1500tuer","NULL","html-keyboard-response",129,465344,"0.0-8.0-1.58","NULL","80","Spanisch","32",NA,NA,NA,NA,"classesabroad",NA,"","31","6.5 Jahre",1,"tour","tuer",1,"u","y","u/y","ns","u/y","0"
"x2ft","2060","spulen1500spulen","NULL","html-keyboard-response",13,398481,"0.0-8.0-1.0","NULL","81","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",0,"spulen","spulen",0,"u","u","u/u","ns","u/i","u/y"
"x2ft","1459","tour1500tour","NULL","html-keyboard-response",37,457819,"0.0-8.0-1.12","NULL","81","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",0,"tour","tour",0,"u","u","u/u","ns","u/i","u/y"
"x2ft","1290","bluten1500bluten","NULL","html-keyboard-response",53,493882,"0.0-8.0-1.20","NULL","81","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",0,"bluten","bluten",0,"u","u","u/u","ns","u/y","0"
"x2ft","1170","tour1500tuer","NULL","html-keyboard-response",91,617322,"0.0-8.0-1.39","NULL","81","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",0,"tour","tuer",1,"u","y","u/y","ns","u/y","0"
"x2ft","930","bluten1500blueten","NULL","html-keyboard-response",95,625895,"0.0-8.0-1.41","NULL","81","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",0,"bluten","blueten",1,"u","y","u/y","ns","u/y","0"
"x2ft","611","spulen1500spuelen","NULL","html-keyboard-response",99,634253,"0.0-8.0-1.43","NULL","80","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",1,"spulen","spuelen",1,"u","y","u/y","ns","u/y","0"
"x2ft","966","spuelen1500spulen","NULL","html-keyboard-response",107,651895,"0.0-8.0-1.47","NULL","80","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",1,"spuelen","spulen",1,"y","u","u/y","ns","u/y","0"
"x2ft","1662","blueten1500blueten","NULL","html-keyboard-response",115,670086,"0.0-8.0-1.51","NULL","80","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",1,"blueten","blueten",0,"y","y","y/y","ns","u/y","0"
"x2ft","646","tuer1500tour","NULL","html-keyboard-response",127,697539,"0.0-8.0-1.57","NULL","80","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",1,"tuer","tour",1,"y","u","u/y","ns","u/y","0"
"x2ft","603","spuelen1500spuelen","NULL","html-keyboard-response",133,711722,"0.0-8.0-1.60","NULL","81","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",0,"spuelen","spuelen",0,"y","y","y/y","ns","y/i","u/y"
"x2ft","1742","blueten1500bluten","NULL","html-keyboard-response",143,734693,"0.0-8.0-1.65","NULL","81","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",0,"blueten","bluten",1,"y","u","u/y","ns","u/y","0"
"x2ft","1167","tuer1500tuer","NULL","html-keyboard-response",155,759591,"0.0-8.0-1.71","NULL","81","Spanisch","29",NA,NA,NA,NA,"classesabroad",NA,"Deutschkurs und Immersion","29","35 Jahren ",0,"tuer","tuer",0,"y","y","y/y","ns","u/y","0"
"yuzx","785.19999999995","tour1500tour","NULL","html-keyboard-response",30,616395,"0.0-8.0-1.8","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"tour","tour",0,"u","u","u/u","ns","u/i","u/y"
"yuzx","460.5","spuelen1500spuelen","NULL","html-keyboard-response",38,634321,"0.0-8.0-1.12","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"spuelen","spuelen",0,"y","y","y/y","ns","y/i","u/y"
"yuzx","1265.8","tour1500tuer","NULL","html-keyboard-response",62,683936,"0.0-8.0-1.24","NULL","80","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",1,"tour","tuer",1,"u","y","u/y","ns","u/y","0"
"yuzx","572.5","blueten1500blueten","NULL","html-keyboard-response",66,692385,"0.0-8.0-1.26","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"blueten","blueten",0,"y","y","y/y","ns","u/y","0"
"yuzx","915.5","blueten1500bluten","NULL","html-keyboard-response",70,701014,"0.0-8.0-1.28","NULL","80","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",1,"blueten","bluten",1,"y","u","u/y","ns","u/y","0"
"yuzx","1162.5","tuer1500tuer","NULL","html-keyboard-response",94,750874,"0.0-8.0-1.40","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"tuer","tuer",0,"y","y","y/y","ns","u/y","0"
"yuzx","685.59999999986","bluten1500bluten","NULL","html-keyboard-response",116,796413,"0.0-8.0-1.51","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"bluten","bluten",0,"u","u","u/u","ns","u/y","0"
"yuzx","476.5","spuelen1500spulen","NULL","html-keyboard-response",126,817175,"0.0-8.0-1.56","NULL","80","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",1,"spuelen","spulen",1,"y","u","u/y","ns","u/y","0"
"yuzx","606.60000000009","tuer1500tour","NULL","html-keyboard-response",134,832665,"0.0-8.0-1.60","NULL","80","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",1,"tuer","tour",1,"y","u","u/y","ns","u/y","0"
"yuzx","490.60000000009","spulen1500spuelen","NULL","html-keyboard-response",138,840634,"0.0-8.0-1.62","NULL","80","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",1,"spulen","spuelen",1,"u","y","u/y","ns","u/y","0"
"yuzx","1279.7","bluten1500blueten","NULL","html-keyboard-response",140,845274,"0.0-8.0-1.63","NULL","80","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",1,"bluten","blueten",1,"u","y","u/y","ns","u/y","0"
"yuzx","200.30000000005","spulen1500spulen","NULL","html-keyboard-response",148,861900,"0.0-8.0-1.67","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"spulen","spulen",0,"u","u","u/u","ns","u/i","u/y"
"1fss","1166.5","spulen1500spielen","NULL","html-keyboard-response",15,1369637,"0.0-8.0-1.1","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"spulen","spielen",1,"u","i_long","u/i_long","ns","u/i","0"
"1fss","2423.3999999762","tier1500tour","NULL","html-keyboard-response",25,1397394,"0.0-8.0-1.6","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"tier","tour",1,"i_long","u","u/i_long","ns","u/i","0"
"1fss","1570","tour1500tier","NULL","html-keyboard-response",37,1431790,"0.0-8.0-1.12","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"tour","tier",1,"u","i_long","u/i_long","ns","u/i","0"
"1fss","1338","tier1500tier","NULL","html-keyboard-response",47,1458658,"0.0-8.0-1.17","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"tier","tier",0,"i_long","i_long","i_long/i_long","ns","u/i","0"
"1fss","781","spielen1500spulen","NULL","html-keyboard-response",69,1514411,"0.0-8.0-1.28","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"spielen","spulen",1,"i_long","u","u/i_long","ns","u/i","0"
"1fss","483.60000002384","spielen1500spielen","NULL","html-keyboard-response",85,1552814,"0.0-8.0-1.36","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"1fss","849.10000002384","stuhl1500stuhl","NULL","html-keyboard-response",95,1578049,"0.0-8.0-1.41","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"stuhl","stuhl",0,"u","u","u/u","ns","u/i","0"
"1fss","732.40000009537","tour1500tour","NULL","html-keyboard-response",109,1613973,"0.0-8.0-1.48","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"tour","tour",0,"u","u","u/u","ns","u/i","u/y"
"1fss","278.70000004768","spulen1500spulen","NULL","html-keyboard-response",115,1627329,"0.0-8.0-1.51","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"spulen","spulen",0,"u","u","u/u","ns","u/i","u/y"
"1fss","1083.8999999762","stuhl1500stiel","NULL","html-keyboard-response",121,1639925,"0.0-8.0-1.54","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"stuhl","stiel",1,"u","i_long","u/i_long","ns","u/i","0"
"1fss","1507.5","stiel1500stuhl","NULL","html-keyboard-response",127,1655278,"0.0-8.0-1.57","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"stiel","stuhl",1,"i_long","u","u/i_long","ns","u/i","0"
"1fss","631.69999992847","stiel1500stiel","NULL","html-keyboard-response",153,1717922,"0.0-8.0-1.70","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"90gm","53","spielen1500spulen","NULL","html-keyboard-response",41,375126,"0.0-8.0-1.14","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"spielen","spulen",1,"i_long","u","u/i_long","ns","u/i","0"
"90gm","1389","tour1500tour","NULL","html-keyboard-response",45,387849,"0.0-8.0-1.16","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"tour","tour",0,"u","u","u/u","ns","u/i","u/y"
"90gm","408","stiel1500stuhl","NULL","html-keyboard-response",59,422078,"0.0-8.0-1.23","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"stiel","stuhl",1,"i_long","u","u/i_long","ns","u/i","0"
"90gm","811","spielen1500spielen","NULL","html-keyboard-response",67,438800,"0.0-8.0-1.27","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"90gm","659","stuhl1500stuhl","NULL","html-keyboard-response",99,511465,"0.0-8.0-1.43","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"stuhl","stuhl",0,"u","u","u/u","ns","u/i","0"
"90gm","1251","stuhl1500stiel","NULL","html-keyboard-response",103,520717,"0.0-8.0-1.45","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"stuhl","stiel",1,"u","i_long","u/i_long","ns","u/i","0"
"90gm","1305","tour1500tier","NULL","html-keyboard-response",111,538279,"0.0-8.0-1.49","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"tour","tier",1,"u","i_long","u/i_long","ns","u/i","0"
"90gm","1718","stiel1500stiel","NULL","html-keyboard-response",113,543753,"0.0-8.0-1.50","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"90gm","1973","tier1500tour","NULL","html-keyboard-response",117,553306,"0.0-8.0-1.52","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"tier","tour",1,"i_long","u","u/i_long","ns","u/i","0"
"90gm","759","spulen1500spulen","NULL","html-keyboard-response",129,581303,"0.0-8.0-1.58","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"spulen","spulen",0,"u","u","u/u","ns","u/i","u/y"
"90gm","694","tier1500tier","NULL","html-keyboard-response",133,589925,"0.0-8.0-1.60","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"tier","tier",0,"i_long","i_long","i_long/i_long","ns","u/i","0"
"90gm","483","spulen1500spielen","NULL","html-keyboard-response",137,598405,"0.0-8.0-1.62","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"spulen","spielen",1,"u","i_long","u/i_long","ns","u/i","0"
"91u3","222.10000002384","spielen1500spielen","NULL","html-keyboard-response",20,522710,"0.0-8.0-1.4","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"91u3","468.89999997616","spulen1500spielen","NULL","html-keyboard-response",38,560875,"0.0-8.0-1.13","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"spulen","spielen",1,"u","i_long","u/i_long","ns","u/i","0"
"91u3","1792","stiel1500stuhl","NULL","html-keyboard-response",64,625847,"0.0-8.0-1.26","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"stiel","stuhl",1,"i_long","u","u/i_long","ns","u/i","0"
"91u3","760.29999995232","tier1500tour","NULL","html-keyboard-response",68,634746,"0.0-8.0-1.28","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"tier","tour",1,"i_long","u","u/i_long","ns","u/i","0"
"91u3","327.39999997616","stuhl1500stuhl","NULL","html-keyboard-response",94,695081,"0.0-8.0-1.41","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"stuhl","stuhl",0,"u","u","u/u","ns","u/i","0"
"91u3","322.80000007153","spulen1500spulen","NULL","html-keyboard-response",96,699396,"0.0-8.0-1.42","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"spulen","spulen",0,"u","u","u/u","ns","u/i","u/y"
"91u3","NULL","tier1500tier","NULL","html-keyboard-response",102,716490,"0.0-8.0-1.45","NULL","NULL","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"tier","tier",0,"i_long","i_long","i_long/i_long","ns","u/i","0"
"91u3","694.10000002384","stuhl1500stiel","NULL","html-keyboard-response",104,720921,"0.0-8.0-1.46","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"stuhl","stiel",1,"u","i_long","u/i_long","ns","u/i","0"
"91u3","4247.1999999285","stiel1500stiel","NULL","html-keyboard-response",116,752111,"0.0-8.0-1.52","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"91u3","316.5","spielen1500spulen","NULL","html-keyboard-response",122,765855,"0.0-8.0-1.55","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"spielen","spulen",1,"i_long","u","u/i_long","ns","u/i","0"
"91u3","856.80000007153","tour1500tour","NULL","html-keyboard-response",152,851643,"0.0-8.0-1.70","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"tour","tour",0,"u","u","u/u","ns","u/i","u/y"
"91u3","373.5","tour1500tier","NULL","html-keyboard-response",154,855202,"0.0-8.0-1.71","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"tour","tier",1,"u","i_long","u/i_long","ns","u/i","0"
"e3x7","419","spielen1500spulen","NULL","html-keyboard-response",39,343194,"0.0-8.0-1.13","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"spielen","spulen",1,"i_long","u","u/i_long","ns","u/i","0"
"e3x7","641","spulen1500spielen","NULL","html-keyboard-response",41,347818,"0.0-8.0-1.14","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"spulen","spielen",1,"u","i_long","u/i_long","ns","u/i","0"
"e3x7","684","tour1500tier","NULL","html-keyboard-response",57,388426,"0.0-8.0-1.22","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"tour","tier",1,"u","i_long","u/i_long","ns","u/i","0"
"e3x7","2809","stiel1500stiel","NULL","html-keyboard-response",63,403939,"0.0-8.0-1.25","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"e3x7","320","spulen1500spulen","NULL","html-keyboard-response",65,408242,"0.0-8.0-1.26","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"spulen","spulen",0,"u","u","u/u","ns","u/i","u/y"
"e3x7","1088","tier1500tour","NULL","html-keyboard-response",83,447985,"0.0-8.0-1.35","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"tier","tour",1,"i_long","u","u/i_long","ns","u/i","0"
"e3x7","830","stuhl1500stiel","NULL","html-keyboard-response",101,488340,"0.0-8.0-1.44","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"stuhl","stiel",1,"u","i_long","u/i_long","ns","u/i","0"
"e3x7","1693","tour1500tour","NULL","html-keyboard-response",111,510764,"0.0-8.0-1.49","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"tour","tour",0,"u","u","u/u","ns","u/i","u/y"
"e3x7","646","stuhl1500stuhl","NULL","html-keyboard-response",115,519330,"0.0-8.0-1.51","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"stuhl","stuhl",0,"u","u","u/u","ns","u/i","0"
"e3x7","567","stiel1500stuhl","NULL","html-keyboard-response",121,532335,"0.0-8.0-1.54","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"stiel","stuhl",1,"i_long","u","u/i_long","ns","u/i","0"
"e3x7","548","spielen1500spielen","NULL","html-keyboard-response",145,584284,"0.0-8.0-1.66","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"e3x7","1263","tier1500tier","NULL","html-keyboard-response",149,593427,"0.0-8.0-1.68","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"tier","tier",0,"i_long","i_long","i_long/i_long","ns","u/i","0"
"fnoe","881.40000000224","tour1500tier","NULL","html-keyboard-response",33,224750,"0.0-8.0-1.10","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"tour","tier",1,"u","i_long","u/i_long","ns","u/i","0"
"fnoe","591.70000000298","stuhl1500stuhl","NULL","html-keyboard-response",35,229068,"0.0-8.0-1.11","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"stuhl","stuhl",0,"u","u","u/u","ns","u/i","0"
"fnoe","527.19999999925","stuhl1500stiel","NULL","html-keyboard-response",43,247947,"0.0-8.0-1.15","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"stuhl","stiel",1,"u","i_long","u/i_long","ns","u/i","0"
"fnoe","354.80000000075","spulen1500spielen","NULL","html-keyboard-response",51,264675,"0.0-8.0-1.19","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"spulen","spielen",1,"u","i_long","u/i_long","ns","u/i","0"
"fnoe","277.40000000224","spielen1500spielen","NULL","html-keyboard-response",75,315258,"0.0-8.0-1.31","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"fnoe","644.5","tier1500tour","NULL","html-keyboard-response",83,330979,"0.0-8.0-1.35","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"tier","tour",1,"i_long","u","u/i_long","ns","u/i","0"
"fnoe","831.5","tour1500tour","NULL","html-keyboard-response",95,355432,"0.0-8.0-1.41","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"tour","tour",0,"u","u","u/u","ns","u/i","u/y"
"fnoe","466","stiel1500stiel","NULL","html-keyboard-response",97,359627,"0.0-8.0-1.42","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"fnoe","474","spielen1500spulen","NULL","html-keyboard-response",115,397783,"0.0-8.0-1.51","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"spielen","spulen",1,"i_long","u","u/i_long","ns","u/i","0"
"fnoe","485.80000000075","tier1500tier","NULL","html-keyboard-response",117,401432,"0.0-8.0-1.52","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"tier","tier",0,"i_long","i_long","i_long/i_long","ns","u/i","0"
"fnoe","1263.5","stiel1500stuhl","NULL","html-keyboard-response",121,410551,"0.0-8.0-1.54","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"stiel","stuhl",1,"i_long","u","u/i_long","ns","u/i","0"
"fnoe","652.80000000075","spulen1500spulen","NULL","html-keyboard-response",137,444537,"0.0-8.0-1.62","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"spulen","spulen",0,"u","u","u/u","ns","u/i","u/y"
"hjmf","3028","tier1500tier","NULL","html-keyboard-response",12,5870498,"0.0-8.0-1.0","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"tier","tier",0,"i_long","i_long","i_long/i_long","ns","u/i","0"
"hjmf","3401","spielen1500spielen","NULL","html-keyboard-response",24,5902331,"0.0-8.0-1.6","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"hjmf","1379","stuhl1500stuhl","NULL","html-keyboard-response",42,5941378,"0.0-8.0-1.15","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"stuhl","stuhl",0,"u","u","u/u","ns","u/i","0"
"hjmf","559","stuhl1500stiel","NULL","html-keyboard-response",46,5950609,"0.0-8.0-1.17","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"stuhl","stiel",1,"u","i_long","u/i_long","ns","u/i","0"
"hjmf","556","spulen1500spielen","NULL","html-keyboard-response",52,5964054,"0.0-8.0-1.20","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"spulen","spielen",1,"u","i_long","u/i_long","ns","u/i","0"
"hjmf","773","tour1500tour","NULL","html-keyboard-response",70,6000483,"0.0-8.0-1.29","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"tour","tour",0,"u","u","u/u","ns","u/i","u/y"
"hjmf","415","tour1500tier","NULL","html-keyboard-response",76,6012645,"0.0-8.0-1.32","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"tour","tier",1,"u","i_long","u/i_long","ns","u/i","0"
